id,locus_1,locus_2,locus_3,locus_4,locus_5,locus_6,locus_7,locus_8,locus_9,locus_10,locus_11,locus_12,locus_13,locus_14,locus_15
sample_396,121,236,101,366,426,104,215,164,106,80,119,236,213,264,122
sample_397,119,242,105,364,424,98,210,172,109,80,121,239,205,268,124
sample_398,127,239,105,372,426,104,215,168,100,80,127,239,213,261,124
sample_399,123,236,113,361,424,98,215,172,103,80,121,242,205,262,122
sample_400,121,245,113,361,424,98,215,176,103,84,123,233,205,262,122
sample_401,123,242,109,362,422,107,210,164,106,86,121,242,205,264,122
sample_402,121,236,113,361,426,98,215,176,100,82,121,236,205,262,124
sample_403,121,236,109,364,422,104,210,172,106,86,125,236,205,262,124
sample_404,127,242,109,366,428,104,210,168,109,82,125,242,205,266,122
sample_405,127,242,101,372,428,107,210,164,109,82,129,245,213,266,124
sample_406,125,239,113,372,422,101,215,164,103,78,127,239,209,264,124
sample_407,119,236,105,368,428,110,215,168,106,82,123,236,205,261,122
sample_408,127,245,105,372,428,107,210,164,103,82,127,245,213,270,122
sample_409,129,239,113,368,424,101,215,172,100,80,129,239,205,262,124
sample_410,125,242,101,362,426,107,215,168,97,84,129,245,213,264,122
sample_411,127,242,113,366,424,104,210,159,97,82,125,236,205,268,122
sample_412,125,239,105,364,428,98,210,164,109,82,125,242,213,272,122
sample_413,123,236,105,362,424,98,215,172,106,82,123,236,205,270,124
sample_414,127,233,109,372,428,101,215,168,100,78,129,239,213,261,124
sample_415,121,233,113,361,424,98,210,176,103,80,121,242,205,261,122
sample_416,123,236,109,362,424,101,210,159,109,86,121,236,209,264,124
sample_417,125,239,109,372,424,104,215,164,106,78,127,239,213,264,122
sample_418,125,239,105,370,424,104,215,164,100,78,123,239,209,264,124
sample_419,127,242,101,362,428,110,210,164,106,84,127,245,213,262,122
sample_420,119,233,105,366,424,110,210,172,109,82,119,233,201,264,122
sample_421,123,239,113,372,428,107,215,159,106,78,129,233,209,264,124
sample_422,125,239,109,370,428,104,215,164,97,80,125,233,205,261,122
sample_423,121,236,101,364,428,101,210,172,106,82,121,242,205,264,124
sample_424,123,233,105,361,424,98,210,176,103,78,121,242,205,262,122
sample_425,121,233,113,361,424,98,210,172,103,82,123,245,201,264,122
sample_426,127,245,101,372,428,104,215,168,109,82,129,233,209,270,124
sample_427,121,233,113,361,424,98,215,172,103,78,123,236,205,264,124
sample_428,125,239,113,368,426,104,215,164,97,78,125,239,209,261,124
sample_429,127,239,101,364,428,107,215,168,106,86,125,239,205,264,124
sample_430,123,233,109,364,428,107,210,164,106,86,123,236,205,270,124
sample_431,121,233,105,361,424,98,215,172,103,80,121,242,205,262,122
sample_432,121,236,113,364,424,104,215,172,100,84,121,242,205,262,124
sample_433,123,245,109,364,424,98,215,172,100,82,123,242,205,264,122
sample_434,119,239,105,370,422,104,210,168,109,84,125,233,213,268,124
sample_435,125,236,105,364,422,104,215,176,106,86,125,236,213,268,124
sample_436,123,239,105,362,422,107,210,168,103,82,125,233,205,268,122
sample_437,123,233,105,361,424,104,215,172,100,78,121,239,205,261,124
sample_438,129,236,101,370,426,107,210,164,109,82,129,236,213,266,122
sample_439,129,236,105,362,428,110,215,172,106,82,123,239,201,270,124
sample_440,125,245,101,362,428,104,210,164,109,82,129,245,213,272,124
sample_441,121,239,109,372,422,101,215,168,100,78,127,239,209,261,124
sample_442,127,245,109,368,428,104,210,168,109,82,125,233,213,272,122
sample_443,125,239,105,372,424,98,215,168,97,78,129,239,205,262,124
sample_444,125,236,109,364,428,101,210,164,100,82,129,245,213,272,122
sample_445,119,233,105,370,426,98,210,172,97,82,125,236,205,262,122
sample_446,125,239,113,370,424,104,215,164,100,78,125,239,205,262,124
sample_447,129,245,105,364,428,101,210,168,109,82,127,239,209,272,122
sample_448,121,239,113,368,428,104,215,164,103,80,125,233,205,264,124
sample_449,123,236,113,361,424,98,215,172,100,80,121,245,205,264,124
sample_450,129,242,113,370,428,101,215,168,106,78,125,245,209,264,122
sample_451,125,239,101,364,428,104,215,159,109,82,125,245,213,272,122
sample_452,125,245,105,372,428,107,210,164,106,82,125,245,213,268,124
sample_453,129,245,101,372,428,104,215,164,106,80,127,236,213,268,122
sample_454,119,236,113,361,424,98,215,172,103,78,123,242,205,264,122
sample_455,129,242,101,364,426,104,210,164,109,82,125,242,209,272,124
sample_456,129,245,109,364,428,104,210,164,100,80,125,245,205,272,122
sample_457,127,245,105,372,428,104,210,172,109,84,125,245,213,272,122
sample_458,121,233,113,361,424,101,210,172,106,82,121,236,201,264,122
sample_459,127,233,109,372,422,104,215,172,97,78,127,239,213,261,124
sample_460,127,245,105,362,428,104,215,164,109,82,127,242,209,272,122
sample_461,123,236,113,362,428,110,210,159,106,84,121,233,213,262,122
sample_462,129,233,105,372,428,98,215,164,97,80,129,239,209,264,122
sample_463,121,239,113,361,424,104,210,176,103,78,123,245,201,264,122
sample_464,119,236,105,362,422,104,210,164,100,84,125,239,205,262,124
sample_465,127,242,105,362,426,104,210,164,109,82,127,236,213,268,122
sample_466,125,233,109,370,428,101,215,172,103,80,123,239,209,262,124
sample_467,127,242,105,372,428,104,210,172,109,82,125,245,209,262,122
sample_468,125,245,105,372,428,101,210,164,109,82,129,239,205,272,122
sample_469,121,233,113,366,424,104,215,172,106,82,129,239,205,262,124
sample_470,125,242,101,364,428,110,210,172,106,84,129,242,213,272,122
sample_471,121,236,113,361,424,104,215,176,100,78,123,236,205,262,122
sample_472,123,239,105,370,422,101,215,168,100,80,125,239,205,261,124
sample_473,119,233,105,366,428,104,210,164,112,86,123,239,213,264,122
sample_474,123,239,113,361,424,104,210,172,100,82,125,233,205,266,124
sample_475,125,233,109,370,424,101,215,176,100,78,129,239,209,261,124
sample_476,129,239,105,372,428,98,215,164,109,82,125,233,213,272,122
sample_477,119,233,105,364,426,104,210,168,106,84,129,242,213,264,124
sample_478,127,239,113,372,424,104,215,168,103,80,125,239,209,261,124
sample_479,123,239,113,361,424,98,215,176,103,80,125,233,205,264,124
sample_480,127,242,109,364,426,107,215,164,109,82,127,239,213,270,124
sample_481,119,233,105,361,424,101,215,176,103,84,123,245,205,264,122
sample_482,127,245,101,366,426,104,215,164,112,82,125,245,213,264,124
sample_483,127,245,101,366,428,110,210,164,109,82,125,236,205,272,124
sample_484,123,245,105,361,424,98,215,172,103,82,121,236,205,262,122
sample_485,127,233,105,368,428,104,210,159,109,80,127,236,209,262,122
sample_486,123,242,105,364,428,101,210,168,106,84,127,233,205,261,122
sample_487,125,239,109,370,422,98,210,172,97,82,127,239,205,261,124
sample_488,125,239,109,372,424,107,210,159,100,78,125,245,205,261,122
sample_489,129,236,101,364,428,101,210,164,103,80,127,242,209,270,122
sample_490,127,245,109,364,428,101,210,164,109,84,129,233,209,266,122
sample_491,129,245,105,362,428,107,210,164,109,82,127,242,213,264,124
sample_492,121,239,109,372,428,101,215,172,103,78,125,239,209,261,124
sample_493,127,245,105,370,428,104,210,164,106,80,129,242,213,270,122
sample_494,121,236,113,361,426,101,215,176,100,82,123,236,205,264,124
sample_495,125,236,109,366,422,101,215,172,97,86,123,239,213,270,124
sample_496,121,233,109,361,426,104,210,176,106,80,123,242,205,264,124
sample_497,121,233,113,361,424,98,215,172,103,78,125,242,205,262,124
sample_498,121,236,113,361,424,98,215,172,100,80,125,242,205,262,122
sample_499,123,239,109,362,426,104,210,172,106,86,121,236,205,262,122
sample_500,127,245,105,364,428,104,210,159,103,80,129,236,213,272,122
sample_501,125,242,101,370,428,107,210,164,106,82,125,242,209,268,122
sample_502,121,236,105,364,428,104,210,172,112,86,123,239,209,262,124
sample_503,121,239,113,370,428,101,215,172,97,80,125,239,205,262,124
sample_504,125,239,105,370,424,101,215,159,97,78,127,239,209,261,124
sample_505,127,239,113,372,422,98,215,168,100,78,129,239,209,261,124
sample_506,123,239,105,364,428,104,210,176,106,86,125,239,205,261,124
sample_507,119,236,109,361,424,101,210,172,100,82,125,233,205,262,122
sample_508,125,245,101,366,428,104,210,164,109,80,127,242,213,268,122
sample_509,119,242,109,362,428,104,210,172,106,82,125,236,209,268,124
sample_510,127,239,101,370,428,104,210,164,109,82,127,245,209,262,122
sample_511,119,233,113,364,428,104,215,164,100,86,129,239,205,262,124
sample_512,127,239,113,372,428,104,215,172,100,78,125,239,213,264,124
sample_513,129,239,109,370,426,107,215,164,100,80,127,239,209,264,124
sample_514,129,245,105,370,428,110,210,168,103,82,125,239,213,272,122
sample_515,121,233,113,361,424,98,210,176,103,78,121,239,201,261,122
sample_516,121,239,101,364,428,104,210,172,106,80,125,242,209,270,124
sample_517,123,233,113,372,424,104,215,164,100,80,129,239,205,261,122
sample_518,123,236,113,362,424,98,210,172,103,80,121,233,205,262,122
sample_519,125,245,105,370,426,104,215,176,106,82,125,239,205,261,122
sample_520,121,242,105,362,422,98,210,172,112,86,123,236,201,268,124
sample_521,123,239,105,372,426,104,215,168,100,82,127,239,205,264,124
sample_522,121,245,113,361,424,104,215,176,103,84,123,233,205,262,124
sample_523,121,236,105,362,428,107,210,168,109,86,125,242,205,264,124
sample_524,121,233,105,361,426,98,215,172,100,78,123,242,205,266,122
sample_525,121,236,105,362,424,107,210,172,106,86,119,233,209,264,124
sample_526,121,233,105,361,428,98,215,176,100,78,125,245,205,264,122
sample_527,119,233,105,361,424,98,215,176,100,78,123,239,205,264,124
sample_528,125,242,109,372,426,110,210,164,103,82,129,242,213,264,122
sample_529,127,245,101,366,426,107,210,168,109,82,129,242,213,272,122
sample_530,123,236,113,361,424,98,215,176,103,80,121,239,205,262,124
sample_531,123,236,109,361,424,104,215,172,100,84,121,236,205,261,122
sample_532,125,239,109,372,424,104,215,168,97,82,127,239,209,261,124
sample_533,123,239,105,361,426,101,210,172,106,86,123,233,205,266,122
sample_534,129,239,105,372,424,107,215,172,106,82,129,239,209,261,124
sample_535,123,239,105,370,428,107,215,172,112,86,121,239,205,264,124
sample_536,123,236,113,364,426,104,215,172,106,84,121,233,209,264,124
sample_537,125,236,105,368,428,107,210,172,109,82,129,245,213,272,122
sample_538,123,239,113,370,424,104,210,172,106,82,125,236,213,266,122
sample_539,129,239,105,370,424,104,215,168,106,78,123,239,209,261,124
sample_540,129,245,101,362,428,107,215,164,103,82,129,242,209,266,122
sample_541,123,239,105,362,422,107,210,172,106,80,129,239,209,268,124
sample_542,125,242,109,372,426,107,215,172,97,80,123,239,209,262,122
sample_543,123,236,109,361,424,98,215,172,100,82,123,236,205,266,124
sample_544,123,233,113,361,424,104,215,176,100,80,123,239,205,264,122
sample_545,119,233,105,362,422,107,215,172,106,86,121,239,209,261,124
sample_546,127,242,109,364,428,104,210,159,97,84,129,242,213,266,124
sample_547,123,242,109,370,424,107,215,164,97,86,123,242,209,268,124
sample_548,123,236,113,361,424,101,215,172,103,78,121,245,205,264,124
sample_549,125,236,105,362,426,107,210,164,112,82,129,242,213,272,122
sample_550,121,236,109,361,424,98,210,176,100,84,121,245,205,262,124
sample_551,125,239,109,372,422,104,215,164,103,78,125,239,205,262,124
sample_552,127,242,109,364,428,107,210,159,106,82,129,242,205,272,122
sample_553,121,239,113,361,424,98,215,176,100,78,121,245,201,261,122
sample_554,121,239,105,361,424,101,210,176,100,82,121,239,205,264,122
sample_555,129,242,105,372,428,107,210,172,109,80,129,236,213,266,122
sample_556,127,236,101,364,426,110,210,164,109,82,127,239,205,272,122
sample_557,119,233,105,362,428,110,210,168,106,86,123,236,205,264,124
sample_558,127,242,101,364,426,104,210,172,112,84,129,242,209,268,122
sample_559,121,242,105,361,426,98,210,172,97,86,129,236,201,264,124
sample_560,127,239,105,372,422,101,215,164,97,82,123,239,209,264,124
sample_561,123,239,113,372,424,104,215,172,97,78,125,239,209,262,124
sample_562,125,239,105,362,422,104,210,168,112,82,123,239,213,262,122
sample_563,123,239,105,370,424,101,215,168,106,80,123,239,213,262,122
sample_564,119,233,105,364,428,104,215,168,109,84,121,239,205,262,124
sample_565,123,239,113,361,424,98,210,172,100,82,123,239,205,262,122
sample_566,125,245,105,372,428,104,210,164,97,82,129,239,213,266,124
sample_567,129,239,105,372,426,107,215,168,100,80,129,239,205,264,124
sample_568,127,242,109,370,426,104,215,172,106,82,127,242,213,261,122
sample_569,121,239,109,361,424,98,215,172,100,80,121,242,205,261,122
sample_570,129,245,105,364,424,104,210,164,106,80,127,245,213,272,122
sample_571,119,233,109,364,422,107,210,172,109,86,123,236,205,262,124
sample_572,119,236,105,366,422,110,210,172,109,86,121,236,201,261,122
sample_573,125,242,113,372,422,101,215,168,100,82,125,239,205,261,124
sample_574,119,239,113,364,426,104,215,168,97,82,127,236,201,268,124
sample_575,125,245,105,368,428,101,210,164,106,80,127,233,213,266,122
sample_576,123,236,113,366,424,104,210,172,103,86,127,236,213,264,124
sample_577,129,245,101,368,428,107,210,164,112,80,125,242,209,272,122
sample_578,119,233,109,364,424,107,215,164,106,84,125,233,213,268,122
sample_579,121,236,105,364,428,98,215,176,103,78,123,233,205,262,124
sample_580,125,233,109,370,426,104,215,176,106,82,125,239,205,264,124
sample_581,129,245,105,372,428,101,215,159,100,82,129,245,209,272,122
sample_582,127,239,109,368,422,104,215,168,100,78,127,239,209,262,124
sample_583,123,236,105,370,426,107,215,172,103,80,121,233,205,270,124
sample_584,121,236,105,364,428,107,210,159,106,82,129,239,213,264,124
sample_585,121,236,105,364,426,104,215,164,109,86,125,233,205,262,124
sample_586,129,239,105,366,428,107,215,164,106,82,129,242,213,264,122
sample_587,123,236,113,368,428,107,210,172,106,86,125,233,205,262,124
sample_588,129,239,109,370,422,104,215,164,106,80,127,239,209,261,122
sample_589,123,233,113,361,426,104,215,176,103,82,125,236,205,261,122
sample_590,127,233,101,364,426,104,210,164,109,82,127,242,213,268,122
sample_591,121,236,105,364,428,104,210,164,106,82,121,236,213,264,122
sample_592,125,236,105,368,424,98,210,172,106,86,125,242,213,262,124
sample_593,129,242,101,364,428,107,210,172,109,84,129,242,205,272,122
sample_594,121,245,105,370,426,104,215,172,103,82,129,245,205,262,124
sample_595,123,233,105,361,424,101,210,176,103,82,121,239,201,261,122
sample_596,121,239,105,372,426,104,215,168,106,78,127,245,209,264,124
sample_597,125,233,105,372,426,104,215,168,97,78,125,239,205,264,124
sample_598,125,239,109,370,428,101,210,159,97,82,127,239,209,264,124
sample_599,125,239,105,372,428,104,210,172,106,82,127,239,209,262,122
sample_600,127,239,113,366,426,107,210,176,109,82,123,239,213,261,122
sample_601,121,245,113,361,424,98,210,176,103,78,121,245,205,266,122
sample_602,119,233,105,364,428,107,210,172,103,86,129,236,213,262,124
sample_603,127,245,101,368,428,104,210,164,109,84,129,242,205,268,122
sample_604,125,242,105,370,424,104,215,164,109,82,129,245,213,268,122
sample_605,127,236,105,364,428,101,210,164,106,82,125,245,213,272,122
sample_606,119,242,101,364,428,101,215,159,97,80,121,236,205,261,124
sample_607,119,233,105,368,422,107,210,172,109,86,125,233,209,264,122
sample_608,119,233,113,361,424,98,210,164,97,80,127,242,213,268,122
sample_609,127,242,101,364,426,107,210,164,109,82,125,245,209,272,122
sample_610,123,245,113,370,428,104,215,159,103,80,125,233,205,261,124
sample_611,123,236,105,364,428,107,210,172,109,86,123,239,205,264,124
sample_612,121,233,113,361,428,98,215,172,103,78,123,242,205,264,124
sample_613,123,239,105,370,428,98,210,172,109,82,125,242,205,261,124
sample_614,125,245,105,362,428,104,215,164,106,82,129,245,209,264,122
sample_615,125,239,105,370,426,101,215,168,100,80,125,239,213,262,124
sample_616,125,239,105,372,428,101,215,164,100,78,125,239,205,264,122
sample_617,127,233,105,364,428,104,210,164,106,82,129,233,209,262,122
sample_618,119,239,109,364,426,107,215,172,106,82,121,236,209,264,124
sample_619,125,233,109,372,428,101,215,168,97,82,127,233,209,264,122
sample_620,127,239,109,372,428,98,215,168,100,80,129,239,205,264,124
sample_621,123,239,105,364,426,98,210,176,106,86,121,239,205,264,124
sample_622,125,242,109,372,426,107,210,159,109,82,129,242,209,268,124
sample_623,119,233,113,364,428,110,210,176,106,80,121,242,205,264,124
sample_624,119,239,105,364,424,104,210,164,106,86,123,242,213,266,124
sample_625,121,233,113,361,424,98,210,176,103,80,121,242,205,264,122
sample_626,125,233,105,372,424,101,215,168,106,80,127,239,209,264,124
sample_627,119,236,105,366,426,98,215,164,109,86,125,236,213,264,124
sample_628,123,239,109,362,428,110,210,172,106,86,127,239,213,268,122
sample_629,127,233,101,362,428,110,210,164,109,80,129,233,213,264,122
sample_630,119,239,105,368,426,101,210,159,109,80,123,236,205,261,122
sample_631,125,245,113,372,428,98,215,172,97,82,125,239,205,262,124
sample_632,127,245,105,372,426,104,215,159,109,80,125,245,213,272,122
sample_633,119,239,113,364,428,107,210,176,106,86,123,239,205,262,122
sample_634,119,239,113,362,424,98,210,172,100,78,123,236,205,262,122
sample_635,127,245,101,362,424,101,210,164,109,82,129,245,209,272,122
sample_636,121,239,105,361,424,98,215,172,103,82,125,236,205,262,124
sample_637,121,239,105,370,426,101,215,172,97,78,127,233,205,264,124
